id,Credit_rating,Age,Income,Credit_cards,Education,Car_loans
498,Bad,34.82618547,Low,5 or more,College,More than 2
499,Bad,33.71867098,Low,5 or more,High school,More than 2
500,Bad,31.10894677,Low,5 or more,High school,More than 2
501,Bad,39.40497883,Medium,5 or more,College,More than 2
502,Bad,36.940592,Medium,5 or more,College,More than 2
503,Bad,37.67186233,High,5 or more,College,None or 1
504,Bad,21.32880702,Low,5 or more,College,None or 1
505,Bad,20.50354125,Low,5 or more,High school,None or 1
506,Bad,23.11996748,Medium,5 or more,High school,More than 2
507,Bad,22.95508278,Low,5 or more,College,More than 2
508,Bad,37.60448755,Low,5 or more,College,More than 2
509,Bad,29.02196876,Low,5 or more,College,More than 2
510,Bad,26.95501858,Low,5 or more,High school,More than 2
511,Bad,40.33475442,Medium,5 or more,College,More than 2
512,Bad,23.30340604,Medium,5 or more,High school,More than 2
513,Bad,27.85218722,Medium,5 or more,High school,More than 2
514,Bad,29.13830232,Medium,5 or more,College,More than 2
515,Bad,25.0482719,Medium,Less than 5,College,None or 1
516,Bad,22.19254388,Low,5 or more,High school,More than 2
517,Bad,22.71757997,Medium,5 or more,High school,More than 2
518,Bad,34.11267574,Medium,5 or more,High school,More than 2
519,Bad,32.61915951,High,Less than 5,College,None or 1
520,Bad,24.05251401,Medium,5 or more,College,More than 2
521,Bad,20.85677455,Medium,5 or more,College,More than 2
522,Bad,28.00716933,Low,5 or more,College,More than 2
523,Bad,23.8422165,Medium,5 or more,High school,None or 1
524,Bad,28.81382052,Medium,5 or more,College,More than 2
525,Bad,47.37028349,Medium,5 or more,High school,More than 2
526,Bad,24.72062322,Medium,5 or more,High school,More than 2
527,Bad,33.32659039,High,5 or more,College,More than 2
528,Bad,32.40197741,Medium,5 or more,College,More than 2
529,Bad,37.0195623,High,5 or more,High school,More than 2
530,Bad,35.22181939,Medium,5 or more,College,More than 2
531,Bad,25.31002842,Low,5 or more,High school,More than 2
532,Bad,34.18037469,High,5 or more,High school,More than 2
533,Bad,43.27502631,Low,5 or more,College,More than 2
534,Bad,26.90861798,Low,5 or more,High school,More than 2
535,Bad,30.09125404,Medium,Less than 5,High school,None or 1
536,Bad,48.18529797,High,5 or more,High school,None or 1
537,Bad,33.85406082,Low,5 or more,High school,More than 2
538,Bad,32.4238637,Low,5 or more,College,More than 2
539,Bad,34.2269544,Low,5 or more,College,More than 2
540,Bad,26.23342376,Medium,5 or more,High school,More than 2
541,Bad,22.58924691,Low,5 or more,College,None or 1
542,Bad,21.57457844,Medium,5 or more,High school,More than 2
543,Bad,29.02768242,Low,5 or more,High school,More than 2
544,Bad,28.22899864,Medium,5 or more,College,More than 2
545,Bad,26.41304904,Medium,5 or more,High school,More than 2
546,Bad,28.13402049,Medium,5 or more,High school,More than 2
547,Bad,27.29541565,Medium,5 or more,College,More than 2
548,Bad,32.68468654,Low,5 or more,College,More than 2
549,Bad,39.17048135,High,5 or more,High school,More than 2
550,Bad,44.46430306,Low,5 or more,College,More than 2
551,Bad,28.20596334,Medium,5 or more,College,More than 2
552,Bad,37.56187297,Medium,5 or more,College,None or 1
553,Bad,41.69845054,Medium,Less than 5,College,None or 1
554,Bad,29.96312151,Low,5 or more,College,More than 2
555,Bad,26.8063044,Low,5 or more,College,More than 2
556,Bad,47.54995715,High,5 or more,College,More than 2
557,Bad,36.92340946,Low,5 or more,College,More than 2
558,Bad,21.09872982,Low,5 or more,College,More than 2
559,Bad,40.12350149,Medium,5 or more,College,More than 2
560,Bad,42.72338582,Low,5 or more,High school,More than 2
561,Bad,20.86888022,Medium,5 or more,High school,More than 2
562,Bad,22.56213069,Low,5 or more,College,More than 2
563,Bad,30.41242285,Low,5 or more,College,More than 2
564,Bad,22.92924177,Low,5 or more,College,More than 2
565,Bad,40.12180193,Low,5 or more,High school,More than 2
566,Bad,26.93638714,Low,5 or more,College,More than 2
567,Bad,20.35877121,Medium,5 or more,College,More than 2
568,Bad,22.14610196,Low,5 or more,High school,More than 2
569,Bad,29.72433124,Low,5 or more,High school,More than 2
570,Bad,24.8744518,Low,5 or more,High school,More than 2
571,Bad,27.48602103,Low,5 or more,High school,More than 2
572,Bad,35.59914089,Low,5 or more,High school,More than 2
573,Bad,29.77053993,Medium,5 or more,College,More than 2
574,Bad,34.25983581,Medium,Less than 5,High school,None or 1
575,Bad,29.94184332,Medium,5 or more,High school,More than 2
576,Bad,37.74803407,Medium,5 or more,High school,More than 2
577,Bad,36.82761645,Low,5 or more,College,More than 2
578,Bad,27.93460984,Medium,5 or more,College,More than 2
579,Bad,38.40253446,Low,5 or more,College,More than 2
580,Bad,35.55779935,Low,5 or more,College,None or 1
581,Bad,36.23193677,Medium,5 or more,College,More than 2
582,Bad,36.72838538,Low,5 or more,High school,More than 2
583,Bad,30.61591245,Low,5 or more,High school,More than 2
584,Bad,28.46324537,Medium,5 or more,College,None or 1
585,Bad,29.11312583,Medium,5 or more,High school,More than 2
586,Bad,32.42691748,Medium,5 or more,College,None or 1
587,Bad,34.07728059,Low,5 or more,College,More than 2
588,Bad,31.75246243,Low,5 or more,College,More than 2
589,Bad,31.98238882,Medium,5 or more,College,None or 1
590,Bad,20.17105179,Low,5 or more,High school,More than 2
591,Bad,23.0581369,Medium,5 or more,High school,More than 2
592,Bad,36.39807832,Medium,5 or more,College,More than 2
593,Bad,38.61038394,Low,5 or more,High school,More than 2
594,Bad,29.4889527,High,Less than 5,High school,None or 1
595,Bad,31.04233579,Low,5 or more,College,More than 2
596,Bad,32.42018589,Medium,5 or more,High school,More than 2
597,Bad,34.39192212,Medium,5 or more,College,More than 2
598,Bad,24.31230474,Medium,5 or more,High school,More than 2
599,Bad,53.81778626,Medium,5 or more,High school,More than 2
600,Bad,23.28778206,Low,Less than 5,High school,None or 1
601,Bad,29.08493162,Low,Less than 5,College,None or 1
602,Bad,38.26909841,High,5 or more,High school,More than 2
603,Bad,37.85556312,Low,5 or more,College,More than 2
604,Bad,20.01250656,Medium,5 or more,College,More than 2
605,Bad,20.30508762,Medium,5 or more,High school,More than 2
606,Bad,26.66147004,Low,5 or more,College,None or 1
607,Bad,38.84099839,Low,5 or more,College,More than 2
608,Bad,35.1782534,Medium,5 or more,High school,More than 2
609,Bad,27.7653946,Medium,5 or more,College,More than 2
610,Bad,28.90084529,Medium,5 or more,College,More than 2
611,Bad,32.75619503,High,5 or more,High school,More than 2
612,Bad,23.04286527,Medium,5 or more,College,More than 2
613,Bad,21.97120414,High,Less than 5,High school,None or 1
614,Bad,36.62362673,Low,5 or more,College,More than 2
615,Bad,41.58776502,Medium,5 or more,College,More than 2
616,Bad,20.20286359,Low,5 or more,High school,None or 1
617,Bad,29.11121752,High,5 or more,College,None or 1
618,Bad,27.31440678,Medium,5 or more,College,More than 2
619,Bad,50.12233327,Low,5 or more,College,More than 2
620,Bad,36.05326244,Low,5 or more,College,More than 2
621,Bad,30.7605965,Low,5 or more,High school,None or 1
622,Bad,20.48971409,Medium,5 or more,High school,More than 2
623,Bad,30.79242407,Low,5 or more,College,More than 2
624,Bad,25.49524436,Medium,5 or more,High school,More than 2
625,Bad,20.86517019,Low,5 or more,High school,More than 2
626,Bad,26.9571002,Low,5 or more,College,More than 2
627,Bad,34.03531448,Low,5 or more,College,More than 2
628,Bad,21.18345093,Low,5 or more,College,More than 2
629,Bad,27.38327058,Low,5 or more,College,More than 2
630,Bad,37.5657149,Medium,5 or more,High school,More than 2
631,Bad,35.7617527,Low,5 or more,College,More than 2
632,Bad,27.13585098,Low,5 or more,High school,More than 2
633,Bad,30.24610171,Medium,5 or more,High school,More than 2
634,Bad,34.66818757,Medium,Less than 5,College,None or 1
635,Bad,29.49261273,Low,5 or more,College,More than 2
636,Bad,28.61380592,Medium,5 or more,College,More than 2
637,Bad,24.7618382,Low,5 or more,College,More than 2
638,Bad,29.57534415,High,5 or more,College,More than 2
639,Bad,27.84043404,Medium,5 or more,College,More than 2
640,Bad,21.69889498,Medium,5 or more,College,More than 2
641,Bad,33.1070287,Low,5 or more,High school,More than 2
642,Bad,24.60455496,High,5 or more,High school,More than 2
643,Bad,26.5192929,High,5 or more,College,More than 2
644,Bad,22.59492778,Medium,5 or more,High school,More than 2
645,Bad,30.89244669,Low,5 or more,College,More than 2
646,Bad,44.19835133,Low,5 or more,College,More than 2
647,Bad,24.49088148,Low,5 or more,High school,More than 2
648,Bad,21.11338872,Medium,5 or more,College,More than 2
649,Bad,24.11709262,Medium,5 or more,High school,More than 2
650,Bad,36.88559277,Medium,5 or more,High school,More than 2
651,Bad,32.17056921,Low,5 or more,College,More than 2
652,Bad,24.55237995,Medium,5 or more,College,More than 2
653,Bad,34.05447788,Medium,5 or more,High school,More than 2
654,Bad,33.58240507,Medium,5 or more,College,More than 2
655,Bad,27.32811535,Low,5 or more,High school,More than 2
656,Bad,21.05143431,Low,Less than 5,High school,None or 1
657,Bad,29.30343966,Low,5 or more,College,More than 2
658,Bad,26.09235551,Medium,5 or more,High school,More than 2
659,Bad,42.47409298,Medium,5 or more,High school,More than 2
660,Bad,23.28705739,Low,5 or more,College,More than 2
661,Bad,27.46044571,Low,5 or more,High school,More than 2
662,Bad,20.21362095,Medium,5 or more,High school,More than 2
663,Bad,27.3063089,Low,Less than 5,College,None or 1
664,Bad,24.05293384,Low,5 or more,High school,More than 2
665,Bad,27.65294831,Low,5 or more,High school,None or 1
666,Bad,35.26702232,Low,5 or more,High school,More than 2
667,Bad,25.66650087,High,5 or more,College,More than 2
668,Bad,20.47617092,Medium,5 or more,High school,None or 1
669,Bad,41.62312387,Medium,5 or more,College,More than 2
670,Bad,40.79781177,Medium,5 or more,High school,More than 2
671,Bad,21.76938186,Medium,5 or more,High school,More than 2
672,Bad,33.21439149,Medium,5 or more,High school,More than 2
673,Bad,26.09012499,Medium,5 or more,College,More than 2
674,Bad,25.99340327,Low,5 or more,High school,More than 2
675,Bad,28.81835476,Medium,5 or more,High school,More than 2
676,Bad,29.81043574,Low,5 or more,College,More than 2
677,Bad,26.95671571,Medium,5 or more,High school,More than 2
678,Bad,27.69549282,High,5 or more,High school,More than 2
679,Bad,36.23385984,Medium,5 or more,College,More than 2
680,Bad,40.65147773,Medium,5 or more,High school,None or 1
681,Bad,23.78355005,Medium,5 or more,High school,More than 2
682,Bad,29.41170758,Low,5 or more,High school,More than 2
683,Bad,29.95433685,Low,5 or more,High school,More than 2
684,Bad,51.28467721,Low,5 or more,High school,More than 2
685,Bad,30.41445053,Low,5 or more,College,More than 2
686,Bad,21.26272562,Medium,5 or more,High school,More than 2
687,Bad,20.62318391,Low,Less than 5,College,More than 2
688,Bad,32.59673205,Low,5 or more,College,More than 2
689,Bad,37.78944162,High,5 or more,College,More than 2
690,Bad,40.2250887,Low,5 or more,High school,More than 2
691,Bad,33.94558544,Medium,5 or more,High school,More than 2
692,Bad,25.98362197,Medium,Less than 5,High school,None or 1
693,Bad,23.95771393,Low,5 or more,College,More than 2
694,Bad,26.855842,Medium,5 or more,High school,More than 2
695,Bad,24.38160478,Medium,5 or more,High school,More than 2
696,Bad,33.97846552,High,5 or more,College,None or 1
697,Bad,22.18320951,Medium,5 or more,High school,More than 2
698,Bad,46.5429946,Medium,5 or more,High school,More than 2
699,Bad,33.70503272,Medium,5 or more,High school,More than 2
700,Bad,25.01264328,High,5 or more,High school,More than 2
701,Bad,29.02476961,Low,5 or more,High school,More than 2
702,Bad,31.34657838,Medium,5 or more,High school,None or 1
703,Bad,24.14039535,Low,5 or more,College,More than 2
704,Bad,25.83734945,Medium,5 or more,High school,More than 2
705,Bad,40.03579989,Medium,5 or more,High school,More than 2
706,Bad,47.43959304,Medium,5 or more,High school,More than 2
707,Bad,40.99421873,Low,5 or more,High school,More than 2
708,Bad,46.48325567,Low,5 or more,High school,More than 2
709,Bad,21.37982042,Medium,5 or more,College,More than 2
710,Bad,22.16963908,Low,5 or more,College,More than 2
711,Bad,31.39195401,Low,5 or more,High school,More than 2
712,Bad,35.32779318,Low,Less than 5,High school,None or 1
713,Bad,27.96346091,Low,5 or more,High school,More than 2
714,Bad,20.55708048,Low,5 or more,High school,More than 2
715,Bad,26.40086718,Low,5 or more,College,More than 2
716,Bad,43.9194039,Low,5 or more,College,More than 2
717,Bad,33.65046753,Medium,Less than 5,High school,None or 1
718,Bad,22.52800809,Medium,5 or more,High school,More than 2
719,Bad,25.52655611,Medium,5 or more,College,More than 2
720,Bad,26.06573734,Low,5 or more,College,None or 1
721,Bad,26.77482164,Medium,5 or more,High school,More than 2
722,Bad,20.49068745,Low,5 or more,High school,More than 2
723,Bad,33.12966254,Medium,5 or more,High school,More than 2
724,Bad,41.99645432,Low,5 or more,College,More than 2
725,Bad,27.98694728,Medium,5 or more,High school,More than 2
726,Bad,36.3608107,Low,5 or more,High school,More than 2
727,Bad,23.5058278,Medium,5 or more,College,More than 2
728,Bad,23.31792867,Medium,5 or more,College,More than 2
729,Bad,23.26183245,Medium,5 or more,High school,More than 2
730,Bad,27.37628033,Medium,5 or more,College,More than 2
731,Bad,36.4205848,Low,5 or more,College,More than 2
732,Bad,34.32393482,Medium,5 or more,College,More than 2
733,Bad,30.59218896,Low,5 or more,High school,More than 2
734,Bad,27.94044885,Medium,5 or more,College,More than 2
735,Bad,35.46213124,Medium,5 or more,College,More than 2
736,Bad,23.88537595,Medium,5 or more,College,More than 2
737,Bad,30.59854216,Medium,5 or more,High school,More than 2
738,Bad,29.34987456,Low,5 or more,College,More than 2
739,Bad,22.18499333,Low,Less than 5,College,More than 2
740,Bad,21.15322184,Low,5 or more,High school,More than 2
741,Bad,38.19254946,High,5 or more,College,More than 2
742,Bad,33.55372544,Low,5 or more,College,More than 2
743,Bad,33.15377162,Medium,5 or more,High school,More than 2
744,Bad,24.44583652,Low,5 or more,College,More than 2
745,Bad,20.93325945,Medium,5 or more,College,More than 2
746,Bad,31.15517627,Medium,5 or more,High school,More than 2
747,Bad,24.74100444,Low,5 or more,College,None or 1
748,Bad,42.76094835,Low,5 or more,High school,More than 2
749,Bad,21.0077801,Low,5 or more,College,More than 2
750,Bad,32.15961287,Low,5 or more,High school,More than 2
751,Bad,29.43524299,Medium,5 or more,High school,More than 2
752,Bad,29.53362446,High,5 or more,High school,More than 2
753,Bad,20.11613271,Medium,5 or more,College,More than 2
754,Bad,41.63352291,Low,5 or more,High school,More than 2
755,Bad,34.84413683,Low,5 or more,College,More than 2
756,Bad,39.26856062,Medium,5 or more,College,More than 2
757,Bad,37.60809251,Low,5 or more,High school,More than 2
758,Bad,24.76633344,Medium,5 or more,College,More than 2
759,Bad,25.86017373,Low,5 or more,College,More than 2
760,Bad,24.91205507,Medium,Less than 5,College,None or 1
761,Bad,21.84046745,Medium,5 or more,College,More than 2
762,Bad,35.90020605,Medium,5 or more,High school,More than 2
763,Bad,34.17284674,Low,5 or more,High school,More than 2
764,Bad,25.81054614,Medium,5 or more,High school,More than 2
765,Bad,20.03346141,Medium,5 or more,High school,More than 2
766,Bad,40.09979863,Low,5 or more,College,More than 2
767,Bad,26.39226042,Medium,5 or more,College,More than 2
768,Bad,23.949121,Low,5 or more,College,None or 1
769,Bad,39.80888599,Low,5 or more,High school,More than 2
770,Bad,41.30344568,Low,5 or more,High school,More than 2
771,Bad,27.55796811,Medium,5 or more,College,More than 2
772,Bad,20.00269952,Medium,5 or more,High school,None or 1
773,Bad,22.95659667,Low,5 or more,High school,More than 2
774,Bad,24.8280893,Medium,5 or more,College,More than 2
775,Bad,26.71540889,Medium,5 or more,College,More than 2
776,Bad,22.16826199,Low,5 or more,College,More than 2
777,Bad,20.26738079,Medium,5 or more,College,More than 2
778,Bad,45.04133866,Medium,5 or more,High school,More than 2
779,Bad,38.97240721,Medium,5 or more,High school,More than 2
780,Bad,33.88162407,Low,Less than 5,High school,None or 1
781,Bad,29.29553165,High,5 or more,College,None or 1
782,Bad,20.87693835,Low,5 or more,High school,More than 2
783,Bad,34.08942653,Medium,5 or more,High school,None or 1
784,Bad,25.6820524,Low,5 or more,High school,More than 2
785,Bad,33.7409057,Medium,Less than 5,High school,None or 1
786,Bad,37.54456497,Medium,5 or more,High school,More than 2
787,Bad,36.2879447,Medium,5 or more,College,More than 2
788,Bad,22.08650737,Medium,5 or more,College,More than 2
789,Bad,22.00510792,Low,5 or more,High school,More than 2
790,Bad,34.99870234,Low,5 or more,High school,More than 2
791,Bad,22.14048179,Low,5 or more,High school,More than 2
792,Bad,38.89205181,Medium,5 or more,High school,More than 2
793,Bad,20.94343168,Low,Less than 5,High school,None or 1
794,Bad,25.97544154,Medium,5 or more,College,More than 2
795,Bad,30.27321162,Low,5 or more,High school,More than 2
796,Bad,34.53744707,Low,5 or more,College,More than 2
797,Bad,32.5358619,Medium,5 or more,High school,None or 1
798,Bad,26.78232001,Medium,5 or more,College,None or 1
799,Bad,31.06533368,Low,5 or more,College,None or 1
800,Bad,25.37712795,Low,5 or more,College,More than 2
801,Bad,27.61489383,High,5 or more,College,More than 2
802,Bad,23.86120532,Low,5 or more,College,More than 2
803,Bad,21.42335493,Medium,5 or more,College,More than 2
804,Bad,34.98223906,Medium,5 or more,High school,More than 2
805,Bad,31.74262105,Low,5 or more,High school,More than 2
806,Bad,31.06034045,Low,5 or more,College,More than 2
807,Bad,24.95047836,Medium,Less than 5,High school,None or 1
808,Bad,37.85738184,Medium,5 or more,College,More than 2
809,Bad,22.17708033,High,5 or more,High school,None or 1
810,Bad,24.25225444,Low,5 or more,High school,More than 2
811,Bad,24.17467398,Medium,5 or more,College,None or 1
812,Bad,44.10764854,Low,5 or more,College,More than 2
813,Bad,41.43110553,Low,5 or more,College,More than 2
814,Bad,24.85561324,Low,5 or more,High school,More than 2
815,Bad,22.71334893,Medium,5 or more,High school,More than 2
816,Bad,23.33659819,High,5 or more,College,More than 2
817,Bad,24.01997951,High,5 or more,High school,More than 2
818,Bad,47.96737568,Low,5 or more,College,More than 2
819,Bad,20.30740252,Medium,5 or more,College,More than 2
820,Bad,46.55518276,Low,5 or more,College,More than 2
821,Bad,25.95117869,Low,5 or more,College,More than 2
822,Bad,32.2654083,Low,5 or more,High school,More than 2
823,Bad,23.86261358,Low,5 or more,High school,More than 2
824,Bad,26.58437209,High,5 or more,College,None or 1
825,Bad,33.82867445,Medium,5 or more,College,More than 2
826,Bad,29.47983821,Low,5 or more,College,None or 1
827,Bad,24.92149975,Medium,5 or more,High school,More than 2
828,Bad,27.1808711,Medium,Less than 5,College,None or 1
829,Bad,27.7875833,High,5 or more,High school,More than 2
830,Bad,26.96808745,High,5 or more,High school,More than 2
831,Bad,28.98338483,Low,5 or more,College,More than 2
832,Bad,22.72768108,Medium,5 or more,High school,More than 2
833,Bad,21.85146643,Medium,5 or more,High school,More than 2
834,Bad,30.79577221,Medium,5 or more,High school,More than 2
835,Bad,21.33512898,Low,5 or more,High school,More than 2
836,Bad,23.9772999,Low,5 or more,College,More than 2
837,Bad,20.96986153,Medium,5 or more,College,More than 2
838,Bad,22.73040101,Medium,Less than 5,College,None or 1
839,Bad,26.96397709,High,5 or more,High school,More than 2
840,Bad,29.41516511,Low,5 or more,College,More than 2
841,Bad,38.14735833,Medium,5 or more,College,More than 2
842,Bad,30.38060291,Medium,5 or more,College,More than 2
843,Bad,24.58726839,Medium,5 or more,High school,More than 2
844,Bad,23.2510963,Medium,5 or more,High school,More than 2
845,Bad,26.72459925,Low,5 or more,College,None or 1
846,Bad,28.76480227,Low,5 or more,High school,More than 2
847,Bad,28.67027642,Medium,Less than 5,High school,None or 1
848,Bad,24.53876433,Low,5 or more,High school,More than 2
849,Bad,35.46514758,High,5 or more,High school,More than 2
850,Bad,22.38572273,Low,5 or more,College,More than 2
851,Bad,27.88997424,Low,5 or more,High school,More than 2
852,Bad,31.89024452,Low,5 or more,High school,More than 2
853,Bad,21.28127446,Medium,5 or more,College,More than 2
854,Bad,40.63729748,High,5 or more,College,More than 2
855,Bad,31.62274,Low,5 or more,College,More than 2
856,Bad,29.25165113,Medium,5 or more,College,More than 2
857,Bad,27.62821341,High,5 or more,College,More than 2
858,Bad,37.19408361,Medium,5 or more,College,More than 2
859,Bad,24.55854224,Medium,Less than 5,College,None or 1
860,Bad,24.87570625,Low,5 or more,College,More than 2
861,Bad,22.74680561,High,5 or more,High school,More than 2
862,Bad,24.55731005,Medium,5 or more,High school,More than 2
863,Bad,32.30777267,Low,5 or more,High school,More than 2
864,Bad,22.05916134,Medium,5 or more,High school,More than 2
865,Bad,26.68016667,Low,5 or more,College,More than 2
866,Bad,27.50646963,Medium,5 or more,College,More than 2
867,Bad,43.87323601,Medium,5 or more,High school,More than 2
868,Bad,22.61011133,Medium,5 or more,High school,More than 2
869,Bad,36.35609991,Medium,5 or more,College,More than 2
870,Bad,25.69294355,Low,5 or more,College,More than 2
871,Bad,36.36121592,Low,Less than 5,High school,None or 1
872,Bad,35.69239344,High,5 or more,High school,More than 2
873,Bad,36.76980173,Medium,5 or more,High school,More than 2
874,Bad,24.47279276,Low,5 or more,College,More than 2
875,Bad,46.75692537,Medium,5 or more,High school,More than 2
876,Bad,22.9067572,Low,5 or more,High school,More than 2
877,Bad,23.26131233,Low,5 or more,High school,More than 2
878,Bad,28.46127111,Low,5 or more,College,None or 1
879,Bad,24.82598091,Low,5 or more,High school,More than 2
880,Bad,25.56566116,Medium,5 or more,High school,More than 2
881,Bad,20.01921695,Medium,5 or more,High school,More than 2
882,Bad,30.75794089,Medium,5 or more,High school,More than 2
883,Bad,33.10025187,Low,5 or more,College,More than 2
884,Bad,22.62662119,Low,5 or more,College,More than 2
885,Bad,21.14938008,Low,5 or more,College,More than 2
886,Bad,23.5026552,Low,Less than 5,College,None or 1
887,Bad,23.96915468,High,5 or more,High school,More than 2
888,Bad,20.78778815,Low,5 or more,High school,More than 2
889,Bad,28.92521017,High,5 or more,High school,More than 2
890,Bad,20.51535822,Low,5 or more,High school,More than 2
891,Bad,27.21005339,Medium,5 or more,High school,None or 1
892,Bad,34.75174961,Low,5 or more,High school,More than 2
893,Bad,26.12517667,Medium,5 or more,High school,More than 2
894,Bad,24.61141528,Medium,5 or more,College,More than 2
895,Bad,20.48729843,Low,5 or more,High school,More than 2
896,Bad,29.01365377,Low,5 or more,College,More than 2
897,Bad,23.37676212,Medium,5 or more,High school,More than 2
898,Bad,28.84961543,High,5 or more,College,More than 2
899,Bad,21.14705326,Low,5 or more,High school,More than 2
900,Bad,26.40474227,High,5 or more,High school,More than 2
901,Bad,24.88745817,Medium,5 or more,High school,More than 2
902,Bad,27.19257668,Medium,5 or more,High school,More than 2
903,Bad,30.91777705,Medium,5 or more,College,More than 2
904,Bad,41.79401089,Low,5 or more,College,More than 2
905,Bad,33.7332986,Medium,5 or more,High school,More than 2
906,Bad,39.26085277,Low,5 or more,High school,More than 2
907,Bad,38.44936394,Low,5 or more,College,None or 1
908,Bad,41.05375558,Medium,5 or more,College,More than 2
909,Bad,22.71962748,Medium,5 or more,High school,More than 2
910,Bad,23.16409933,Medium,5 or more,High school,More than 2
911,Bad,22.84421099,Low,5 or more,College,More than 2
912,Bad,30.5718002,Medium,5 or more,High school,More than 2
913,Bad,29.78760659,Low,5 or more,College,More than 2
914,Bad,51.58193658,Low,5 or more,High school,More than 2
915,Bad,22.32543037,Medium,5 or more,High school,More than 2
916,Bad,37.85453742,Medium,5 or more,High school,More than 2
917,Bad,35.93874543,Medium,5 or more,High school,More than 2
918,Bad,33.39624662,High,5 or more,High school,More than 2
919,Bad,23.28537954,Medium,5 or more,College,More than 2
920,Bad,42.43267109,Low,5 or more,College,More than 2
921,Bad,30.69052198,Low,5 or more,High school,More than 2
922,Bad,29.5607256,Medium,5 or more,College,More than 2
923,Bad,37.31089515,Low,Less than 5,College,None or 1
924,Bad,28.26656978,Low,5 or more,High school,More than 2
925,Bad,30.65980718,Medium,5 or more,High school,More than 2
926,Bad,24.88994175,Low,5 or more,High school,More than 2
927,Bad,30.93432662,High,5 or more,College,More than 2
928,Bad,26.30196599,Medium,5 or more,High school,More than 2
929,Bad,26.27784071,Low,5 or more,College,More than 2
930,Bad,47.65603515,Low,5 or more,College,More than 2
931,Bad,42.85343879,Low,5 or more,College,More than 2
932,Bad,22.73331058,Low,5 or more,High school,More than 2
933,Bad,30.81052096,Low,5 or more,College,More than 2
934,Bad,31.60376167,High,5 or more,College,More than 2
935,Bad,27.4014701,Low,5 or more,High school,More than 2
936,Bad,31.85016518,High,5 or more,College,None or 1
937,Bad,31.36593356,Medium,5 or more,College,More than 2
938,Bad,25.57947266,Medium,5 or more,College,More than 2
939,Bad,25.65391845,Medium,5 or more,College,More than 2
940,Bad,29.74996531,Low,Less than 5,College,None or 1
941,Bad,20.36770018,Low,5 or more,High school,More than 2
942,Bad,25.62845543,Medium,5 or more,High school,None or 1
943,Bad,34.00059607,Low,5 or more,College,More than 2
944,Bad,26.71173904,Low,5 or more,High school,More than 2
945,Bad,32.90594969,High,5 or more,High school,None or 1
946,Bad,36.28441698,Medium,5 or more,College,More than 2
947,Bad,29.28023731,Medium,5 or more,College,More than 2
948,Bad,34.25680645,High,Less than 5,High school,None or 1
949,Bad,27.4935228,Low,5 or more,College,More than 2
950,Bad,23.64878109,High,Less than 5,College,More than 2
951,Bad,20.31242185,Low,5 or more,College,More than 2
952,Bad,26.43108501,Low,5 or more,High school,More than 2
953,Bad,40.61591216,Low,Less than 5,High school,None or 1
954,Bad,20.91237569,Medium,5 or more,High school,More than 2
955,Bad,30.03412811,High,5 or more,High school,More than 2
956,Bad,21.95066929,Medium,5 or more,High school,More than 2
957,Bad,22.56709114,High,5 or more,College,More than 2
958,Bad,30.23396034,Medium,5 or more,High school,More than 2
959,Bad,22.39621735,Low,5 or more,High school,More than 2
960,Bad,31.40683822,Low,5 or more,College,More than 2
961,Bad,34.41738241,Low,5 or more,High school,More than 2
962,Bad,41.30533788,Medium,5 or more,College,More than 2
963,Bad,27.62679025,Low,5 or more,High school,More than 2
964,Bad,31.34788508,High,Less than 5,College,None or 1
965,Bad,48.86052018,Low,5 or more,College,More than 2
966,Bad,34.23445969,Low,5 or more,College,More than 2
967,Bad,42.08152605,Medium,5 or more,College,More than 2
968,Bad,40.52667901,High,5 or more,High school,More than 2
969,Bad,27.62996199,Medium,5 or more,College,More than 2
970,Bad,21.38424191,Medium,5 or more,High school,More than 2
971,Bad,35.41215027,Medium,5 or more,College,More than 2
972,Bad,42.80643994,Medium,5 or more,College,More than 2
973,Bad,21.73732273,Low,5 or more,College,None or 1
974,Bad,41.06425941,Low,5 or more,High school,More than 2
975,Bad,22.84824902,Medium,5 or more,High school,More than 2
976,Bad,33.48350688,High,5 or more,College,More than 2
977,Bad,54.79615655,High,5 or more,College,More than 2
978,Bad,24.06743723,High,5 or more,College,More than 2
979,Bad,25.77990275,Medium,5 or more,College,More than 2
980,Bad,47.25747886,Low,5 or more,College,More than 2
981,Bad,32.08141157,Low,5 or more,High school,More than 2
982,Bad,21.49508574,Medium,5 or more,College,None or 1
983,Bad,23.83317834,Low,Less than 5,High school,None or 1
984,Bad,39.5283925,Medium,5 or more,High school,More than 2
985,Bad,29.72511796,High,Less than 5,College,None or 1
986,Bad,28.41633324,Low,Less than 5,College,None or 1
987,Bad,41.09724188,High,5 or more,High school,None or 1
988,Bad,28.42864766,Medium,5 or more,College,More than 2
989,Bad,25.22770546,Low,5 or more,College,More than 2
990,Bad,30.82369228,Medium,5 or more,College,More than 2
991,Bad,29.17483788,Medium,5 or more,College,None or 1
992,Bad,29.98796743,High,5 or more,High school,More than 2
993,Bad,27.83876556,Low,5 or more,High school,More than 2
994,Bad,20.95885571,Medium,5 or more,College,More than 2
995,Bad,30.23218536,Medium,Less than 5,High school,None or 1
996,Bad,41.32263738,Medium,5 or more,College,More than 2
997,Bad,23.03708987,Low,5 or more,High school,More than 2
